213796_at,210809_s_at,231771_at,204268_at,206643_at,217272_s_at,205064_at,210413_x_at,208539_x_at,205157_s_at,209720_s_at,232082_x_at,214580_x_at,209800_at,224328_s_at,223278_at,202345_s_at,209719_x_at,209125_at,41469_at,202917_s_at,214370_at,203535_at,232170_at,203691_at
2.36149697927e-06,-2.36373116122e-06,2.38041387599e-06,2.45836693491e-06,2.47573487619e-06,2.53553475245e-06,2.62884433746e-06,2.68424158588e-06,2.91312735474e-06,2.96225798094e-06,2.96379272394e-06,3.1240488989e-06,3.16096802882e-06,3.21505759496e-06,3.2310172876e-06,3.43593100079e-06,3.80053884775e-06,3.83968102786e-06,4.42734253715e-06,4.56614451218e-06,4.81970335989e-06,4.87399685111e-06,5.52396179661e-06,5.59578910205e-06,5.60735613179e-06
